"birthYear","nameFirst","nameLast","nameGiven","weight","height","bats","throws"
1850,"Fred","Andrus","Frederick Hotham",185,74,"R","R"
1858,"Wyman","Andrus","William Wiman",155,66,NA,NA
1952,"Joaquin","Andujar","Joaquin",170,72,"B","R"
1972,"Luis","Andujar","Luis",175,74,"R","R"
1995,"Miguel","Andujar","Miguel Enrique",211,72,"R","R"
1947,"Norm","Angelini","Norman Stanley",175,71,"L","L"
1985,"Matt","Angle","Matthew Ryan",185,69,"L","R"
1904,"Tom","Angley","Thomas Samuel",190,68,"L","R"
1912,"Pat","Ankenman","Frederick Norman",125,64,"R","R"
1979,"Rick","Ankiel","Richard Alexander",210,73,"L","L"
1986,"Dean","Anna","Dean William",180,71,"L","R"
1857,"Bill","Annis","William Perley",150,67,"R",NA
1852,"Cap","Anson","Adrian Constantine",227,72,"R","R"
1967,"Eric","Anthony","Eric Todd",195,74,"L","L"
1916,"Joe","Antolick","Joseph",185,72,"R","R"
1989,"Dustin","Antolin","Dustin Kamakana Mai Ku'u Makualani",230,74,"R","R"
1993,"Tejay","Antone","Tejay Anthony",230,76,"R","R"
1915,"John","Antonelli","John Lawrence",165,70,"R","R"
1930,"Johnny","Antonelli","John August",185,73,"L","L"
1985,"Matt","Antonelli","Matthew Antonio",195,73,"R","R"
1927,"Bill","Antonello","William James",185,71,"R","R"
1982,"Nori","Aoki","Norichika",180,69,"L","R"
1934,"Luis","Aparicio","Luis Ernesto",160,69,"R","R"
1950,"Bob","Apodaca","Robert John",170,71,"R","R"
1953,"Luis","Aponte","Luis Eduardo",185,72,"R","R"
1999,"Sherten","Apostel","Sherten Wimbert Ramiro",235,76,"R","R"
1991,"Mark","Appel","Mark Stewart",220,77,"R","R"
1967,"Kevin","Appier","Robert Kevin",180,74,"R","R"
1879,"Fred","Applegate","Frederick Romaine",180,74,"R","R"
1892,"Ed","Appleton","Edward Samuel",173,72,"R","R"
1904,"Pete","Appleton","Peter William",180,71,"R","R"
1907,"Luke","Appling","Lucius Benjamin",183,70,"R","R"
1994,"Aristides","Aquino","Aristides",220,76,"R","R"
1978,"Greg","Aquino","Gregori Emilio",190,73,"R","R"
1992,"Jayson","Aquino","Jayson Julio",225,73,"L","L"
1964,"Luis","Aquino","Luis Antonio",155,72,"R","R"
1890,"Angel","Aragon","Angel",150,65,"R","R"
1915,"Jack","Aragon","Angel Valdes",176,70,"R","R"
1998,"Jonathan","Aranda","Jonathan Alexander",210,72,"L","R"
1995,"Victor","Arano","Victor Teodoro",228,74,"R","R"
1991,"Elvis","Araujo","Elvis Alejandro",275,79,"L","L"
1993,"Pedro","Araujo","Pedro",215,75,"R","R"
1998,"Jonathan","Arauz","Jonathan Aldair",195,72,"B","R"
1898,"Maurice","Archdeacon","Maurice John",153,68,"L","L"
1988,"Chris","Archer","Christopher Alan",195,74,"R","R"
1910,"Fred","Archer","Frederick Marvin",193,72,"L","L"
1932,"Jim","Archer","James William",190,72,"R","L"
1883,"Jimmy","Archer","James Patrick",168,70,"R","R"
1914,"George","Archie","George Albert",170,72,"R","R"
1989,"Francisco","Arcia","Francisco Antonio",200,71,"L","R"
1943,"Jose","Arcia","Jose Raimundo",170,75,"R","R"
1994,"Orlando","Arcia","Orlando Jesus",187,72,"R","R"
1991,"Oswaldo","Arcia","Oswaldo Celestino",230,72,"L","R"
1941,"Dan","Ardell","Daniel Miers",190,74,"L","L"
1919,"Rugger","Ardizoia","Rinaldo Joseph",180,71,"R","R"
1858,"Joe","Ardner","Joseph A.",160,67,"R","R"
1974,"Danny","Ardoin","Daniel Wayne",205,72,"R","R"
1882,"Frank","Arellanes","Frank Julian",180,72,"R","R"
1991,"Nolan","Arenado","Nolan James",215,74,"R","R"
1986,"J. P.","Arencibia","Jonathan Paul",210,73,"R","R"
1922,"Hank","Arft","Henry Irven",190,70,"L","L"
1983,"Alberto","Arias","Alberto A.",155,71,"R","R"
1967,"Alex","Arias","Alejandro",185,75,"R","R"
2000,"Gabriel","Arias","Gabriel Alejandro",217,73,"R","R"
1972,"George","Arias","George Alberto",190,71,"R","R"
1984,"Joaquin","Arias","Joaquin",185,73,"R","R"
1931,"Rudy","Arias","Rodolfo",165,70,"L","L"
1992,"Kohei","Arihara","Kohei",210,74,"R","R"
1899,"Buzz","Arlett","Russell Loris",225,75,"B","R"
1943,"Don","Arlich","Donald Louis",185,74,"L","L"
1945,"Steve","Arlin","Stephen Ralph",195,75,"R","R"
1969,"Marcos","Armas","Marcos Rafael",190,77,"R","R"
1978,"Tony","Armas","Antonio Jose",205,76,"R","R"
1953,"Tony","Armas","Antonio Rafael",182,71,"R","R"
1948,"Ed","Armbrister","Edison Rosanda",160,71,"R","R"
1908,"Orville","Armbrust","Orville Martin",195,70,"R","R"
1880,"Charlie","Armbruster","Charles Anthony",180,69,"R","R"
1882,"Harry","Armbruster","Harry Gregory",190,70,"L","L"
1994,"Rogelio","Armenteros","Rogelio",244,73,"R","R"
1869,"Bill","Armour","William Reginald",NA,NA,NA,NA
1924,"George","Armstrong","Noble George",190,70,"R","R"
1889,"Howard","Armstrong","Howard Elmer",165,69,"R","R"
1965,"Jack","Armstrong","Jack William",220,77,"R","R"
1954,"Mike","Armstrong","Michael Dennis",193,75,"R","R"
1850,"Robert","Armstrong","Robert Livingston",160,74,NA,NA
1990,"Shawn","Armstrong","Shawn Michael",225,74,"R","R"
1879,"Harry","Arndt","Harry John",165,NA,"R","R"
1963,"Larry","Arndt","Larry Wayne",195,73,"R","R"
1851,"Billy","Arnold","Willis S.",NA,NA,NA,NA
1947,"Chris","Arnold","Christopher Paul",160,70,"R","R"
1974,"Jamie","Arnold","James Lee",190,74,"R","R"
1962,"Scott","Arnold","Scott Gentry",210,74,"R","R"
1959,"Tony","Arnold","Tony Dale",170,71,"R","R"
1910,"Morrie","Arnovich","Morris",168,70,"R","R"
1963,"Brad","Arnsberg","Bradley James",205,76,"R","R"
1909,"Orie","Arntzen","Orie Edgar",200,73,"R","R"
1990,"Jonathan","Aro","Jonathan Arturo",235,72,"R","R"
1964,"Rene","Arocha","Rene",180,72,"R","R"
1995,"Randy","Arozarena","Randy",185,71,"R","R"
1997,"Luis","Arraez","Luis Sangel",175,70,"L","R"
1984,"Jose","Arredondo","Jose Juan",190,72,"R","R"
1986,"Jake","Arrieta","Jacob Joseph",230,76,"R","R"
2000,"Spencer","Arrighetti","Spencer Zane",186,74,"R","R"
1941,"Gerry","Arrigo","Gerald William",185,73,"L","L"
1965,"Rolando","Arrojo","Luis Rolando",215,76,"R","R"
1977,"Bronson","Arroyo","Bronson Anthony",185,75,"R","R"
1995,"Christian","Arroyo","Christian Israel",210,73,"R","R"
1952,"Fernando","Arroyo","Fernando",180,74,"R","R"
1927,"Luis","Arroyo","Luis Enrique",178,68,"L","L"
1950,"Rudy","Arroyo","Rudolph",195,74,"L","L"
1990,"Erisbel","Arruebarrena","Barbaro Erisbel",230,73,"R","R"
1994,"Humberto","Arteaga","Humberto Jose",160,73,"R","R"
1855,"Harry","Arundel","Harry",145,66,NA,"R"
1862,"Tug","Arundel","John Thomas",175,70,"R","R"
1962,"Randy","Asadoor","Randall Carl",185,73,"R","R"
1914,"Jim","Asbell","James Marion",195,72,"R","R"
1909,"Casper","Asbjornson","Robert Anthony",196,73,"R","R"
1985,"Jose","Ascanio","Jose Eleazar",195,71,"R","R"
1990,"Cody","Asche","Cody James",205,73,"L","R"
1983,"Jairo","Asencio","Jairo Manuel",180,74,"R","R"
1980,"Miguel","Asencio","Miguel",190,74,"R","R"
1901,"Ken","Ash","Kenneth Lowther",165,71,"R","R"
1927,"Richie","Ashburn","Don Richard",170,70,"L","R"
1998,"Aaron","Ashby","Aaron Phillip",181,74,"R","L"
1951,"Alan","Ashby","Alan Dean",185,74,"B","R"
1967,"Andy","Ashby","Andrew Jason",180,73,"R","R"
1998,"Graham","Ashcraft","Douglas Graham",240,74,"L","R"
1991,"Alec","Asher","Alec Edward",240,76,"R","R"
1954,"Tucker","Ashford","Thomas Steven",195,73,"R","R"
1970,"Billy","Ashley","Billy Manual",220,79,"R","R"
1984,"Nevin","Ashley","Nevin Robert",245,73,"R","R"
1878,"Tom","Asmussen","Thomas William",NA,71,NA,"R"
1938,"Bob","Aspromonte","Robert Thomas",170,74,"R","R"
1931,"Ken","Aspromonte","Kenneth Joseph",180,72,"R","R"
1997,"Javier","Assad","Javier Eduardo",200,73,"R","R"
1953,"Brian","Asselstine","Brian Hanly",175,73,"L","R"
1960,"Paul","Assenmacher","Paul Andre",195,75,"L","L"
1979,"Ezequiel","Astacio","Ezequiel F.",200,75,"R","R"
1968,"Pedro","Astacio","Pedro Julio",174,74,"R","R"
1991,"Barrett","Astin","Barrett",225,73,"R","R"
1922,"Joe","Astroth","Joseph Henry",187,69,"R","R"
1991,"Willians","Astudillo","Willians Jose",225,69,"R","R"
1991,"Carlos","Asuaje","Carlos Alberto",160,68,"L","R"
1976,"Scott","Atchison","Scott Barham",200,74,"R","R"
1973,"Justin","Atchley","Justin Scott",215,75,"L","L"
1873,"Charlie","Atherton","Charles Morgan Herbert",160,70,"R","R"
1959,"Keith","Atherton","Keith Rowe",200,76,"R","R"
1985,"Luis","Atilano","Luis A.",220,74,"R","R"
1979,"Garrett","Atkins","Garrett Bernard",190,74,"R","R"
1921,"James","Atkins","James Curtis",205,75,"L","R"
1985,"Mitch","Atkins","Mitchell Shane",225,76,"R","R"
1887,"Tommy","Atkins","Francis Montgomery",165,70,"L","L"
1861,"Al","Atkinson","Albert Wright",165,71,"R","R"
1954,"Bill","Atkinson","William Cecil Glenn",165,67,"L","R"
1851,"Ed","Atkinson","Edward",NA,NA,NA,NA
1874,"Harry","Atkinson","John Harry",NA,NA,NA,NA
1904,"Lefty","Atkinson","Hubert Burley",149,66,"L","L"
1897,"Dick","Attreau","Richard Gilbert",160,72,"L","L"
1924,"Toby","Atwell","Maurice Dailey",185,69,"L","R"
1911,"Bill","Atwood","William Franklin",190,71,"R","R"
1879,"Jake","Atz","Jacob Henry",160,69,"R","R"
1881,"Harry","Aubrey","Harry Herbert",130,67,"R","R"
1982,"Michael","Aubrey","Robert Michael",190,72,"L","L"
1970,"Derek","Aucoin","Derek Alfred",235,79,"R","R"
1971,"Rich","Aude","Richard Thomas",180,77,"R","R"
1950,"Rick","Auerbach","Frederick Steven",165,72,"R","R"
1986,"Bryan","Augenstein","Bryan Christopher",230,78,"R","R"
1963,"Don","August","Donald Glenn",190,75,"R","R"
1949,"Dave","Augustine","David Ralph",174,74,"R","R"
1952,"Jerry","Augustine","Gerald Lee",183,72,"L","L"
1910,"Elden","Auker","Elden LeRoy",194,74,"R","R"
1920,"Tex","Aulds","Leycester Doyle",185,74,"R","R"
1950,"Doug","Ault","Douglas Reagan",200,75,"R","L"
1989,"Phillippe","Aumont","Phillippe",265,79,"L","R"
1971,"Rich","Aurilia","Richard Santo",170,72,"R","R"
1965,"Joe","Ausanio","Joseph John",205,73,"R","R"
1969,"Brad","Ausmus","Bradley David",190,71,"R","R"
1940,"Dennis","Aust","Dennis Kay",180,71,"R","R"
1844,"Henry","Austin","Henry C.",NA,NA,NA,NA
1976,"Jeff","Austin","Jeffrey Wellington",185,72,"R","R"
1963,"Jim","Austin","James Parker",200,74,"R","R"
1879,"Jimmy","Austin","James Philip",155,67,"B","R"
1946,"Rick","Austin","Rick Gerald",190,76,"R","L"
1991,"Tyler","Austin","Christopher Tyler",220,74,"R","R"
1952,"Al","Autry","Albert",225,77,"R","R"
1885,"Chick","Autry","William Askew",168,71,"L","L"
1907,"Gene","Autry","Orvon Grover",NA,NA,NA,NA
1903,"Martin","Autry","Martin Gordon",180,72,"R","R"
1995,"Abiatal","Avelino","Abiatal",210,72,"R","R"
1972,"Bruce","Aven","David Bruce",180,69,"R","R"
1931,"Earl","Averill","Earl Douglas",185,70,"R","R"
1902,"Earl","Averill","Howard Earl",172,69,"L","R"
1970,"Steve","Avery","Steven Thomas",180,76,"L","L"
1990,"Xavier","Avery","Xavier Tyrone",190,72,"L","L"
1987,"Alex","Avila","Alexander Thomas",228,71,"L","R"
1924,"Bobby","Avila","Roberto Francisco",175,70,"R","R"
1997,"Nick","Avila","Nicholas Paul",195,76,"R","R"
1997,"Pedro","Avila","Pedro Manuel",210,71,"R","R"
1989,"Luis","Avilan","Luis Armando",235,74,"L","L"
1981,"Mike","Aviles","Michael Anthony",205,70,"R","R"
1952,"Ramon","Aviles","Ramon Antonio",155,69,"R","R"
1920,"Jay","Avrea","James Epherium",175,73,"R","R"
1985,"Dylan","Axelrod","Dylan Davis Haines",195,70,"R","R"
1983,"John","Axford","John Berton",234,77,"R","R"
1951,"Benny","Ayala","Benigno",185,73,"R","R"
1969,"Bobby","Ayala","Robert Joseph",190,74,"R","R"
1978,"Luis","Ayala","Luis Ignacio",205,74,"R","R"
1984,"Erick","Aybar","Erick Johan",195,70,"B","R"
1972,"Manny","Aybar","Manuel Antonio",165,73,"R","R"
1983,"Willy","Aybar","Willy Del Jesus",205,71,"B","R"
1861,"Jake","Aydelott","Jacob Stuart",180,72,"L","R"
1919,"Bill","Ayers","William Oscar",185,75,"R","R"
1891,"Doc","Ayers","Yancey Wyatt",185,73,"R","R"
1925,"Dick","Aylward","Richard John",190,72,"R","R"
1966,"Bob","Ayrault","Robert Cunningham",230,76,"R","R"
1971,"Joe","Ayrault","Joseph Allen",190,75,"R","R"
1939,"Joe","Azcue","Jose Joaquin",190,72,"R","R"
1996,"Jose","Azocar","Jose Enrique",181,71,"R","R"
1965,"Oscar","Azocar","Oscar Gregorio",170,73,"L","L"
1873,"Charlie","Babb","Charles Amos",165,70,"B","R"
1949,"Bob","Babcock","Robert Ernest",210,77,"R","R"
1928,"Loren","Babe","Loren Rolland",180,70,"L","R"
1913,"Johnny","Babich","John Charles",185,73,"R","R"
1895,"Charlie","Babington","Charles Percy",170,72,"R","R"
1959,"Shooty","Babitt","Mack Neal",174,68,"R","R"
1995,"Lake","Bachar","Lake David",219,74,"R","R"
1999,"Sam","Bachman","Samuel Duane",235,73,"R","R"
1978,"Brandon","Backe","Brandon Allen",182,72,"R","R"
1888,"Les","Backman","Lester John",195,72,"R","R"
1959,"Wally","Backman","Walter Wayne",160,69,"B","R"
1895,"Eddie","Bacon","Edgar Suter",158,68,NA,NA
1952,"Mike","Bacsik","Michael James",180,74,"R","R"
1977,"Mike","Bacsik","Michael Joseph",225,74,"L","L"
1991,"Dakota","Bacus","Dakota John",212,74,"R","R"
1926,"Fred","Baczewski","Frederic John",185,74,"L","L"
1998,"Akil","Baddoo","Akil Neomon",214,73,"L","L"
1983,"Burke","Badenhop","Burke Heinrich",205,77,"R","R"
1886,"Art","Bader","Arthur Herman",170,70,"R","R"
1994,"Harrison","Bader","Harrison Joseph",210,72,"R","R"
1888,"Lore","Bader","Lore Verne",175,72,"L","R"
1902,"Red","Badgro","Morris Hiram",190,72,"L","R"
1999,"Ji Hwan","Bae","Ji Hwan",185,73,"L","R"
1907,"Ed","Baecht","Edward Joseph",195,75,"R","R"
1980,"Cha-Seung","Baek","Cha-Seung",190,76,"R","R"
1968,"Carlos","Baerga","Carlos Obed",165,71,"B","R"
1881,"Rudy","Baerwald","Rudolph Fred",158,68,"R","R"
1977,"Benito","Baez","Benito",160,72,"L","L"
1977,"Danys","Baez","Danys G.",225,75,"R","R"
1992,"Javier","Baez","Ednel Javier",190,72,"R","R"
1953,"Jose","Baez","Jose Antonio",160,68,"R","R"
1967,"Kevin","Baez","Kevin Richard",160,72,"R","R"
1996,"Michel","Baez","Michel",220,80,"R","R"
1988,"Pedro","Baez","Pedro Alberys",232,72,"R","R"
1993,"Sandy","Baez","Sandy",219,74,"R","R"
1889,"Jim","Bagby","James Charles Jacob",170,72,"B","R"
1916,"Jim","Bagby","James Charles Jacob",170,74,"R","R"
1863,"Ed","Bagley","Edward H.",173,68,NA,NA
1861,"Gene","Bagley","Eugene T.",NA,NA,NA,NA
1895,"Bill","Bagwell","William Mallory",175,73,"L","L"
1968,"Jeff","Bagwell","Jeffrey Robert",195,72,"R","R"
1944,"Stan","Bahnsen","Stanley Raymond",185,74,"R","R"
1919,"Ed","Bahr","Edson Garfield",172,73,"R","R"
1858,"Frank","Bahret","Franklin Fletcher",184,73,NA,NA
1889,"Grover","Baichley","Grover Cleveland",165,68,"R","R"
1961,"Scott","Bailes","Scott Alan",170,74,"L","L"
1895,"Abraham","Bailey","Abraham Lincoln",184,72,"R","R"
1984,"Andrew","Bailey","Andrew Scott",240,75,"R","R"
1881,"Bill","Bailey","Harry Lewis",170,70,"L","R"
1888,"Bill","Bailey","William F.",165,71,"L","L"
1942,"Bob","Bailey","Robert Sherwood",180,73,"R","R"
1994,"Brandon","Bailey","Brandon David Keith",195,70,"R","R"
1971,"Cory","Bailey","Philip Cory",195,72,"R","R"
1931,"Ed","Bailey","Lonas Edgar",205,74,"L","R"
1895,"Fred","Bailey","Frederick Middleton",150,71,"L","L"
1893,"Gene","Bailey","Arthur Eugene",160,68,"R","R"
1876,"Harvey","Bailey","Harvey Francis",160,72,NA,"L"
1986,"Homer","Bailey","David Dewitt",223,76,"R","R"
1957,"Howard","Bailey","Howard Lee",195,72,"R","L"
1978,"Jeff","Bailey","Jeffrey Todd",200,74,"R","R"
1934,"Jim","Bailey","James Hopkins",210,74,"B","L"
1869,"King","Bailey","Linwood Clifton",185,72,"L","L"
1961,"Mark","Bailey","John Mark",195,77,"B","R"
1999,"Patrick","Bailey","Patrick",210,72,"B","R"
1970,"Roger","Bailey","Charles Roger",180,73,"R","R"
1942,"Steve","Bailey","Steven John",194,73,"R","R"
1951,"Bob","Bailor","Robert Michael",170,71,"R","R"
1922,"Loren","Bain","Herbert Loren",190,72,"R","R"
1959,"Harold","Baines","Harold Douglas",175,74,"L","L"
1949,"Doug","Bair","Charles Douglas",170,72,"R","R"
1895,"Al","Baird","Albert Wells",160,69,"R","R"
1940,"Bob","Baird","Robert Allen",195,76,"L","L"
1891,"Doug","Baird","Howard Douglas",148,69,"R","R"
1982,"Jeff","Baisley","Jeffrey Scot",225,75,"R","R"
1978,"Jeff","Bajenaru","Jeffrey Michael",190,73,"R","R"
1945,"Dave","Bakenhaster","David Lee",168,70,"R","R"
1906,"Al","Baker","Albert Jones",170,71,"R","R"
1911,"Bill","Baker","William Presley",200,72,"R","R"
1878,"Bock","Baker","Charles",181,69,NA,"L"
1994,"Bryan","Baker","Bryan Scott",245,78,"R","R"
1856,"Charlie","Baker","Charles Arthur",140,64,"R","R"
1952,"Chuck","Baker","Charles Joseph",180,71,"R","R"
1999,"Darren","Baker","Darren John",167,70,"L","R"
1956,"Dave","Baker","David Glenn",185,72,"L","R"
1892,"Del","Baker","Delmer David",176,71,"R","R"
1961,"Doug","Baker","Douglas Lee",165,69,"B","R"
1949,"Dusty","Baker","Johnnie B.",183,74,"R","R"
1875,"Ernie","Baker","Earnest Gould",160,70,"R","R"
1916,"Floyd","Baker","Floyd Wilton",160,69,"L","R"
1944,"Frank","Baker","Frank",180,70,"L","R"
1946,"Frank","Baker","Frank Watts",178,74,"L","R"
1925,"Gene","Baker","Eugene Walter",170,73,"R","R"
1857,"George","Baker","George F.",162,71,NA,NA
1886,"Home Run","Baker","John Franklin",173,71,"L","R"
1888,"Howard","Baker","Howard Francis",175,71,"R","R"
1950,"Jack","Baker","Jack Edward",225,77,"R","R"
1981,"Jeff","Baker","Jeffrey Glen",220,74,"R","R"
1895,"Jesse","Baker","Jesse",140,64,"R","R"
1888,"Jesse","Baker","Jesse Ormond",188,71,"L","L"
1981,"John","Baker","John David",215,73,"L","R"
1869,"Kirtley","Baker","Kirtley",160,69,"R","R"
1997,"Luken","Baker","Luken Grosvenor",280,76,"R","R"
1904,"Neal","Baker","Neal Vernon",175,73,"R","R"
1862,"Norm","Baker","Norman Leslie",NA,NA,NA,NA
1856,"Phil","Baker","Philip",152,68,"L","L"
1970,"Scott","Baker","Scott",175,74,"L","L"
1981,"Scott","Baker","Timothy Scott",215,76,"R","R"
1956,"Steve","Baker","Steven Byrne",185,72,"R","R"
1913,"Tom","Baker","Thomas Calvin",180,73,"R","R"
1934,"Tom","Baker","Thomas Henry",195,72,"L","L"
1891,"Tracy","Baker","Trace Lee",180,73,"R","R"
1864,"Jersey","Bakley","Edward Enoch",170,68,"R","R"
1972,"Paul","Bako","Gabor Paul",205,74,"L","R"
1910,"Mike","Balas","Mitchell Francis",195,72,"R","R"
1950,"John","Balaz","John Lawrence",180,75,"R","R"
1998,"Jordan","Balazovic","Jordan Blake",215,77,"R","R"
1957,"Steve","Balboni","Stephen Charles",225,75,"R","R"
1925,"Bobby","Balcena","Robert Rudolph",160,67,"R","L"
1981,"Rocco","Baldelli","Rocco Dan",190,76,"R","R"
1993,"Alberto","Baldonado","Alberto Louis",276,76,"L","L"
1936,"Jack","Baldschun","Jack Edward",175,73,"R","R"
1948,"Billy","Baldwin","Robert Harvey",175,72,"L","L"
2000,"Brooks","Baldwin","Riley Brooks",195,73,"B","R"
1938,"Dave","Baldwin","David George",200,74,"R","R"
1928,"Frank","Baldwin","Frank DeWitt",195,71,"R","R"
1900,"Harry","Baldwin","Howard Edward",160,71,"R","R"
1894,"Henry","Baldwin","Henry Clay",180,71,"R","R"
1971,"James","Baldwin","James",210,75,"R","R"
1965,"Jeff","Baldwin","Jeffrey Allen",180,73,"L","L"
1864,"Kid","Baldwin","Clarence Geoghan",147,66,"R","R"
1859,"Lady","Baldwin","Charles B.",160,71,"R","L"
1863,"Mark","Baldwin","Marcus Elmore",190,72,"R","R"
1881,"Orson","Baldwin","Orson Frederick",185,NA,NA,"R"
1954,"Reggie","Baldwin","Reginald Conrad",195,73,"R","R"
1953,"Rick","Baldwin","Rickey Alan",180,75,"L","R"
1974,"John","Bale","John Robert",210,76,"L","L"
1886,"Mike","Balenti","Michael Richard",175,71,"R","R"
1984,"Wladimir","Balentien","Wladimir Ramon",220,74,"R","R"
1944,"Lee","Bales","Wesley Owen",165,70,"B","R"
1986,"Collin","Balester","Collin Thomas",190,76,"R","R"
1977,"Grant","Balfour","Grant Robert",200,74,"R","R"
1872,"Art","Ball","Arthur",168,NA,NA,"R"
1969,"Jeff","Ball","Jeffery D.",185,70,"R","R"
1884,"Jim","Ball","James Chandler",175,71,"R","R"
1881,"Neal","Ball","Cornelius",145,67,"R","R"
1895,"Lee","Ballanfant","Edward Lee",163,68,NA,NA
1963,"Jeff","Ballard","Jeffrey Scott",195,75,"L","L"
1894,"Pelham","Ballenger","Pelham Ashby",160,71,"R","R"
1960,"Jay","Baller","Jay Scott",215,78,"R","R"
1949,"Mark","Ballinger","Mark Alan",205,78,"R","R"
1897,"Win","Ballou","Noble Winfred",170,70,"R","R"
1937,"Tony","Balsamo","Anthony Fred",185,74,"R","R"
1923,"George","Bamberger","George Irvin",175,72,"R","R"
1924,"Hal","Bamberger","Harold Earl",173,72,"L","R"
1853,"Studs","Bancker","John V.",NA,NA,NA,NA
1891,"Dave","Bancroft","David James",160,69,"B","R"
1846,"Frank","Bancroft","Frank Carter",NA,NA,NA,NA
1993,"Anthony","Banda","Frank Anthony",220,74,"L","L"
1956,"Chris","Bando","Christopher Michael",195,72,"B","R"
1944,"Sal","Bando","Salvatore Leonard",195,72,"R","R"
1990,"Jett","Bandy","Jett Adam",235,76,"R","R"
1952,"Eddie","Bane","Edward Norman",160,69,"R","L"
1946,"Dick","Baney","Richard Lee",185,72,"R","R"
1964,"Jeff","Banister","Jeffery Todd",200,74,"R","R"
1920,"Dan","Bankhead","Daniel Robert",184,73,"R","R"
1963,"Scott","Bankhead","Michael Scott",175,70,"R","R"
1970,"Brian","Banks","Brian Glen",200,75,"B","R"
1931,"Ernie","Banks","Ernest",180,73,"R","R"
1938,"George","Banks","George Edward",185,71,"R","R"
1982,"Josh","Banks","Joshua Charles",215,75,"R","R"
1991,"Tanner","Banks","Tanner Pierce",210,73,"R","L"
1969,"Willie","Banks","Willie Anthony",190,73,"R","R"
1893,"Bill","Bankston","Wilborn Everett",180,71,"L","R"
1983,"Wes","Bankston","Wesley Wade",215,76,"R","R"
1865,"Jim","Banning","James M.",150,66,"L","R"
1951,"Alan","Bannister","Alan",170,71,"R","R"
1981,"Brian","Bannister","Brian Patrick",202,74,"R","R"
1955,"Floyd","Bannister","Floyd Franklin",190,73,"L","L"
1871,"Jimmy","Bannon","James Henry",160,65,"R","R"
1996,"Rylan","Bannon","Rylan Thomas",180,68,"R","R"
1869,"Tom","Bannon","Thomas Edward",175,68,"R","R"
1925,"Jack","Banta","Jackie Kay",175,74,"L","R"
1987,"Brandon","Bantz","Brandon",205,73,"R","R"
1991,"Manny","Banuelos","Manuel",215,70,"R","L"
1996,"David","Bañuelos","David Clemente",205,70,"R","R"
1971,"Travis","Baptist","Travis Steven",195,72,"L","L"
1994,"Caleb","Baragar","Caleb",215,75,"R","L"
1975,"Rod","Barajas","Rodrigo Richard",250,74,"R","R"
1891,"Walter","Barbare","Walter Lawrence",162,72,"R","R"
1920,"Red","Barbary","Donald Odell",190,75,"R","R"
1992,"Johnny","Barbato","John Edward",231,73,"R","R"
1882,"William","Barbeau","William Joseph",140,65,"R","R"
1905,"Dave","Barbee","David Monroe",178,71,"R","R"
1973,"Brian","Barber","Brian Scott",175,73,"R","R"
1854,"Charlie","Barber","Charles D.",148,70,"R","R"
1938,"Steve","Barber","Stephen David",195,72,"L","L"
